county,sub_county,year_1,month_2,disease_condition,nature_of_diagnosis_clinical_lab_pm,species,no_sick,deaths,diagnosis,date
Nakuru,Nakuru Town East,2019,May,Rabies,Laboratory,Cattle,1,1,Lab confirmed,2019-05-01
Nakuru,Nakuru Town East,2019,May,Brucellosis,Clinical,Cattle,2,1,Clinically confirmed,2019-05-01
Nakuru,Nakuru Town East,2019,May,Brucellosis,Clinical,Dogs,3,0,Clinically confirmed,2019-05-01
Nakuru,Nakuru Town East,2019,May,Anthrax,Clinical,Cattle,1,3,Clinically confirmed,2019-05-01
Nakuru,Nakuru Town East,2019,May,Anthrax,Laboratory,Cattle,3,2,Lab confirmed,2019-05-01
Nakuru,Nakuru Town East,2019,May,Anthrax,Clinical,Cattle,1,3,Clinically confirmed,2019-05-01
Nakuru,Nakuru Town East,2019,May,Anthrax,Clinical,Cattle,1,1,Clinically confirmed,2019-05-01
Nakuru,Nakuru Town East,2019,May,Rabies,Clinical,Dogs,3,3,Clinically confirmed,2019-05-01
Nakuru,Nakuru Town East,2019,May,Rabies,Clinical,Cattle,1,0,Clinically confirmed,2019-05-01
Nakuru,Nakuru Town East,2019,May,Brucellosis,Clinical,Cattle,2,0,Clinically confirmed,2019-05-01
Nakuru,Njoro,2019,May,Anthrax,Clinical,Cattle,10,2,Clinically confirmed,2019-05-01
Nakuru,Nakuru Town East,2019,May,Brucellosis,Clinical,Cattle,2,0,Clinically confirmed,2019-05-01
Nakuru,Nakuru Town East,2019,May,Brucellosis,Clinical,Cattle,1,0,Clinically confirmed,2019-05-01
Nakuru,Naivasha,2019,October,Rabies,Clinical,Dog,1,NA,Clinically confirmed,2019-10-01
Nakuru,Subukia,2019,August,Anthrax,Laboratory,Cattle,6,6,Lab confirmed,2019-08-01
Nakuru,Naivasha,2019,May,Brucellosis,Clinical,Cattle,3,0,Clinically confirmed,2019-05-01
Nakuru,Naivasha,2019,May,Rvf,Clinical,Cattle,1,0,Clinically confirmed,2019-05-01
Nakuru,Nakuru Town East,2019,May,Anthrax,Clinical,Cattle,1,1,Clinically confirmed,2019-05-01
Nakuru,Nakuru Town East,2019,May,Brucellosis,Clinical,Caprine,10,0,Clinically confirmed,2019-05-01
Nakuru,Nakuru Town East,2019,May,Rvf,Clinical,Cattle,5,28,Clinically confirmed,2019-05-01
Nakuru,Nakuru Town East,2019,May,Anthrax,Clinical,Cattle,1,1,Clinically confirmed,2019-05-01
Nakuru,Nakuru Town West,2019,May,Rabies,Clinical,Dog,4,2,Clinically confirmed,2019-05-01
Nakuru,Nakuru Town East,2019,May,Rabies,Laboratory,Cattle,1,1,Lab confirmed,2019-05-01
Nakuru,Nakuru Town East,2019,May,Brucellosis,Clinical,Cattle,2,1,Clinically confirmed,2019-05-01
Nakuru,Nakuru Town East,2019,May,Brucellosis,Clinical,Dog,3,0,Clinically confirmed,2019-05-01
Nakuru,Nakuru Town East,2019,May,Anthrax,Clinical,Cattle,1,3,Clinically confirmed,2019-05-01
Nakuru,Nakuru Town East,2019,May,Anthrax,Laboratory,Cattle,3,2,Lab confirmed,2019-05-01
Nakuru,Nakuru Town East,2019,May,Anthrax,Clinical,Cattle,1,3,Clinically confirmed,2019-05-01
Nakuru,Nakuru Town East,2019,May,Anthrax,Clinical,Cattle,1,1,Clinically confirmed,2019-05-01
Nakuru,Nakuru Town East,2019,May,Rabies,Clinical,Dog,3,3,Clinically confirmed,2019-05-01
Nakuru,Nakuru Town East,2019,May,Rabies,Clinical,Cattle,1,0,Clinically confirmed,2019-05-01
Nakuru,Nakuru Town East,2019,May,Brucellosis,Clinical,Cattle,2,0,Clinically confirmed,2019-05-01
Nakuru,Njoro,2019,May,Anthrax,Clinical,Cattle,10,2,Clinically confirmed,2019-05-01
Nakuru,Nakuru Town East,2019,May,Brucellosis,Clinical,Cattle,2,0,Clinically confirmed,2019-05-01
Nakuru,Nakuru Town East,2019,May,Brucellosis,Clinical,Cattle,1,0,Clinically confirmed,2019-05-01
Nakuru,Nakuru West,2019,February,Anthrax,Clinical,Sheep,12,2,Clinically confirmed,2019-02-01
Nakuru,Nakuru Town West,2019,February,Anthrax,Laboratory,Sheep,1,1,Lab confirmed,2019-02-01
Nakuru,Nakuru Town West,2019,February,Anthrax,Laboratory,Sheep,1,1,Lab confirmed,2019-02-01
Nakuru,Molo,2019,March,Brucellosis,Laboratory,Cattle,1,0,Lab confirmed,2019-03-01
Nandi,Emgwen,2019,May,Rabies,Clinical,Cattle,3,1,Clinically confirmed,2019-05-01
Nandi,Chesumei,2019,May,Rabies,Clinical,Dogs,1,0,Clinically confirmed,2019-05-01
Nandi,Emgwen,2019,May,Rabies,Clinical,Dogs,1,1,Clinically confirmed,2019-05-01
Nandi,Chesumei,2019,May,Brucellosis,Clinical,Cattle,1,0,Clinically confirmed,2019-05-01
Nandi,Aldai,2019,May,Anthrax,Laboratory,Cattle,1,2,Lab confirmed,2019-05-01
Nandi,Aldai,2019,May,Anthrax,Clinical,Cattle,1,2,Clinically confirmed,2019-05-01
Nandi,Aldai,2019,May,Anthrax,Post Mortem,Cattle,1,2,Post Mortem,2019-05-01
Nandi,Aldai,2019,May,Anthrax,Post Mortem,Cattle,1,2,Post Mortem,2019-05-01
Nandi,Aldai,2019,May,Anthrax,Clinical,Cattle,1,2,Clinically confirmed,2019-05-01
Nandi,Aldai,2019,May,Anthrax,Post Mortem,Cattle,1,2,Post Mortem,2019-05-01
Nandi,Aldai,2019,May,Anthrax,Post Mortem,Cattle,1,2,Post Mortem,2019-05-01
Nandi,Aldai,2019,May,Anthrax,Post Mortem,Cattle,1,2,Post Mortem,2019-05-01
Nandi,Nandi Hills,2019,May,Rabies,Clinical,Cattle,2,0,Clinically confirmed,2019-05-01
Nandi,Aldai,2019,May,Anthrax,Post Mortem,Cattle,1,2,Post Mortem,2019-05-01
Nandi,Aldai,2019,May,Anthrax,Post Mortem,Cattle,1,2,Post Mortem,2019-05-01
Nandi,Emgwen,2019,june,Anthrax,Clinical,Cattle,2,1,Clinically confirmed,2019-06-01
Nandi,Mosop,2019,june,Rabies,Clinical,Cattle,1,0,Clinically confirmed,2019-06-01
Nandi,Emgwen,2019,june,Anthrax,Clinical,Cattle,1,24,Clinically confirmed,2019-06-01
Nandi,Tinderet,2019,june,Rabies,Post Mortem,Cattle,1,0,Post Mortem,2019-06-01
Nandi,Mosop,2019,june,Brucellosis,Clinical,Cattle,1,0,Clinically confirmed,2019-06-01
Nandi,Emgwen,2019,October,Rabies,Clinical,Cattle,1,NA,Clinically confirmed,2019-10-01
Nandi,Emgwen,2019,September,Anthrax,Post Mortem,Cattle,1,1,Post Mortem,2019-09-01
Nandi,Tinderet,2019,September,Anthrax,Clinical,Cattle,1,5,Clinically confirmed,2019-09-01
Nandi,Emgwen,2019,May,Rabies,Clinical,Cattle,3,1,Clinically confirmed,2019-05-01
Nandi,Chesumei,2019,May,Rabies,Clinical,Dog,1,0,Clinically confirmed,2019-05-01
Nandi,Emgwen,2019,May,Rabies,Clinical,Dog,1,1,Clinically confirmed,2019-05-01
Nandi,Chesumei,2019,May,Brucellosis,Clinical,Cattle,1,0,Clinically confirmed,2019-05-01
Nandi,Aldai,2019,May,Anthrax,Laboratory,Cattle,1,2,Lab confirmed,2019-05-01
Nandi,Aldai,2019,May,Anthrax,Clinical,Cattle,1,2,Clinically confirmed,2019-05-01
Nandi,Aldai,2019,May,Anthrax,Post Mortem,Cattle,1,2,Post Mortem,2019-05-01
Nandi,Aldai,2019,May,Anthrax,Post Mortem,Cattle,1,2,Post Mortem,2019-05-01
Nandi,Aldai,2019,May,Anthrax,Clinical,Cattle,1,2,Clinically confirmed,2019-05-01
Nandi,Aldai,2019,May,Anthrax,Post Mortem,Cattle,1,2,Post Mortem,2019-05-01
Nandi,Aldai,2019,May,Anthrax,Post Mortem,Cattle,1,2,Post Mortem,2019-05-01
Nandi,Aldai,2019,May,Anthrax,Post Mortem,Cattle,1,2,Post Mortem,2019-05-01
Nandi,Nandi Hills,2019,May,Rabies,Clinical,Cattle,2,0,Clinically confirmed,2019-05-01
Nandi,Aldai,2019,May,Anthrax,Post Mortem,Cattle,1,2,Post Mortem,2019-05-01
Nandi,Aldai,2019,May,Anthrax,Post Mortem,Cattle,1,2,Post Mortem,2019-05-01
Nandi,Emgwen,2019,june,Anthrax,Clinical,Cattle,2,1,Clinically confirmed,2019-06-01
Nandi,Mosop,2019,june,Rabies,Clinical,Cattle,1,0,Clinically confirmed,2019-06-01
Nandi,Emgwen,2019,june,Anthrax,Clinical,Cattle,1,24,Clinically confirmed,2019-06-01
Nandi,Tinderet,2019,june,Rabies,Post Mortem,Cattle,1,0,Post Mortem,2019-06-01
Nandi,Mosop,2019,june,Brucellosis,Clinical,Cattle,1,0,Clinically confirmed,2019-06-01
Nandi,Aldai,2019,july,Brucellosis,Clinical,Cattle,1,0,Clinically confirmed,2019-07-01
Narok,Narok South,2019,February,Rabies,Clinical,Bovine,1,0,Clinically confirmed,2019-02-01
Narok,Narok South,2019,February,Rabies,Clinical,Bovine,1,0,Clinically confirmed,2019-02-01
Narok,Narok South,2019,February,Rabies,Clinical,Ovine,1,0,Clinically confirmed,2019-02-01
Narok,Narok South,2019,February,Rabies,Clinical,Bovine,1,0,Clinically confirmed,2019-02-01
Narok,Narok South,2019,February,Rabies,Clinical,Bovine,1,0,Clinically confirmed,2019-02-01
Narok,Narok South,2019,March,Rabies,Clinical,Ovine,2,0,Clinically confirmed,2019-03-01
Narok,Narok East,2019,March,Anthrax,Post Mortem,Bovine,1,1,Post Mortem,2019-03-01
Narok,Narok South,2019,March,Rabies,Clinical,Equine,4,1,Clinically confirmed,2019-03-01
Narok,Transmara West,2019,May,Anthrax,Laboratory,Cattle,1,2,Lab confirmed,2019-05-01
Narok,Narok South,2019,May,Rabies,Clinical,Goats,2,0,Clinically confirmed,2019-05-01
Narok,Narok South,2019,May,Rabies,Clinical,Dogs,2,0,Clinically confirmed,2019-05-01
Narok,Transmara West,2019,May,Rabies,Clinical,Dogs,2,0,Clinically confirmed,2019-05-01
Narok,Narok West,2019,August,Anthrax,Post Mortem,Cattle,1,4,Post Mortem,2019-08-01
Narok,Transmara West,2019,September,Anthrax,Clinical,Cattle,1,2,Clinically confirmed,2019-09-01
Narok,Transmara West,2019,May,Anthrax,Laboratory,Cattle,1,2,Lab confirmed,2019-05-01
Narok,Narok South,2019,May,Rabies,Clinical,Caprine,2,0,Clinically confirmed,2019-05-01
Narok,Narok South,2019,May,Rabies,Clinical,Dog,2,0,Clinically confirmed,2019-05-01
Narok,Transmara West,2019,May,Rabies,Clinical,Dog,2,0,Clinically confirmed,2019-05-01
Narok,Narok South,2019,February,Rabies,Clinical,Cattle,1,0,Clinically confirmed,2019-02-01
Narok,Narok South,2019,February,Rabies,Clinical,Cattle,1,0,Clinically confirmed,2019-02-01
Narok,Narok South,2019,February,Rabies,Clinical,Sheep,1,0,Clinically confirmed,2019-02-01
Narok,Narok South,2019,February,Rabies,Clinical,Cattle,1,0,Clinically confirmed,2019-02-01
Narok,Narok South,2019,February,Rabies,Clinical,Cattle,1,0,Clinically confirmed,2019-02-01
Narok,Narok South,2019,March,Rabies,Clinical,Sheep,2,0,Clinically confirmed,2019-03-01
Narok,Narok East,2019,March,Anthrax,Post Mortem,Cattle,1,1,Post Mortem,2019-03-01
Narok,Narok South,2019,March,Rabies,Clinical,Equine,4,1,Clinically confirmed,2019-03-01
Narok,Transmara West,2019,july,Anthrax,Laboratory,Sheep,1,1,Lab confirmed,2019-07-01
Nyandarua,Ndaragua,2018,February,Rvf,Laboratory,Bovine,2,0,Lab confirmed,2018-02-01
Nyandarua,Ndaragwa,2019,February,Rvf,Laboratory,Bovine,1,0,Lab confirmed,2019-02-01
Nyandarua,Ol Kalou,2019,February,Rvf,Laboratory,Ovine,1,0,Lab confirmed,2019-02-01
Nyeri,Nyeri Town,2019,February,Rabies,Clinical,Canine,1,0,Clinically confirmed,2019-02-01
Nyeri,Mukurweini,2019,January,Rabies,Clinical,Canine,1,0,Clinically confirmed,2019-01-01
Nyeri,Kieni,2019,January,Rvf,Clinical,Bovine,1,1,Clinically confirmed,2019-01-01
Nyeri,Tetu,2019,May,Rabies,Laboratory,Cannine,1,1,Lab confirmed,2019-05-01
Nyeri,Tetu,2019,December,Rabies,Laboratory,Goats,1,0,Lab confirmed,2019-12-01
Nyeri,Kieni,2019,September,Rabies,Clinical,Cattle,1,0,Clinically confirmed,2019-09-01
Nyeri,Tetu,2019,May,Rabies,Laboratory,Dog,1,1,Lab confirmed,2019-05-01
Nyeri,Nyeri Town,2019,February,Rabies,Clinical,Dog,1,0,Clinically confirmed,2019-02-01
Nyeri,Mukurweini,2019,January,Rabies,Clinical,Dog,1,0,Clinically confirmed,2019-01-01
Nyeri,Kieni,2019,January,Rvf,Clinical,Cattle,1,1,Clinically confirmed,2019-01-01
Nyeri,NYERI,2019,july,Anthrax,Laboratory,Cattle,1,1,Lab confirmed,2019-07-01
Samburu,Samburu West,2019,February,Rabies,Clinical,Canine,1,0,Clinically confirmed,2019-02-01
Samburu,Samburu West,2019,February,Rabies,Clinical,Canine,1,0,Clinically confirmed,2019-02-01
Samburu,Samburu West,2019,February,Rabies,Clinical,Feline,1,0,Clinically confirmed,2019-02-01
Samburu,Samburu West,2019,February,Rabies,Clinical,Canine,1,0,Clinically confirmed,2019-02-01
Samburu,Samburu West,2019,March,Rabies,Clinical,Canine,1,0,Clinically confirmed,2019-03-01
Samburu,Samburu West,2019,May,Rabies,Clinical,Cattle,1,0,Clinically confirmed,2019-05-01
Samburu,Samburu West,2019,May,Rabies,Clinical,Camel,4,0,Clinically confirmed,2019-05-01
Samburu,Samburu West,2019,May,Rabies,Clinical,Dogs,1,0,Clinically confirmed,2019-05-01
Samburu,Samburu West,2019,May,Rabies,Clinical,Dogs,2,0,Clinically confirmed,2019-05-01
Samburu,Samburu West,2019,November,Rabies,Clinical,Dog,1,0,Clinically confirmed,2019-11-01
Samburu,Samburu West,2019,November,Rabies,Clinical,Dog,1,0,Clinically confirmed,2019-11-01
Samburu,Samburu West,2019,November,Rabies,Clinical,Dog,1,0,Clinically confirmed,2019-11-01
Samburu,Samburu West,2019,October,Rabies,Clinical,Dog,1,NA,Clinically confirmed,2019-10-01
Samburu,Samburu West,2019,October,Rabies,Clinical,Cats,1,NA,Clinically confirmed,2019-10-01
Samburu,Samburu West,2019,October,Rabies,Clinical,Dog,1,NA,Clinically confirmed,2019-10-01
Samburu,Samburu West,2019,October,Rabies,Clinical,Cats,1,NA,Clinically confirmed,2019-10-01
Samburu,Samburu West,2019,August,Rabies,Clinical,Cats,1,1,Clinically confirmed,2019-08-01
Samburu,Samburu West,2019,August,Rabies,Clinical,Dog,1,0,Clinically confirmed,2019-08-01
Samburu,Samburu West,2019,August,Rabies,Clinical,Dog,1,0,Clinically confirmed,2019-08-01
Samburu,Samburu North,2019,September,Rabies,Clinical,Cattle,1,0,Clinically confirmed,2019-09-01
Samburu,Samburu West,2019,September,Rabies,Clinical,Dog,1,0,Clinically confirmed,2019-09-01
Samburu,Samburu West,2019,September,Rabies,Clinical,Cats,1,0,Clinically confirmed,2019-09-01
Samburu,Samburu West,2019,September,Rabies,Clinical,Camel,2,0,Clinically confirmed,2019-09-01
Samburu,Samburu West,2019,May,Rabies,Clinical,Cattle,1,0,Clinically confirmed,2019-05-01
Samburu,Samburu West,2019,May,Rabies,Clinical,Camel,4,0,Clinically confirmed,2019-05-01
Samburu,Samburu West,2019,May,Rabies,Clinical,Dog,1,0,Clinically confirmed,2019-05-01
Samburu,Samburu West,2019,May,Rabies,Clinical,Dog,2,0,Clinically confirmed,2019-05-01
Samburu,Samburu West,2019,February,Rabies,Clinical,Dog,1,0,Clinically confirmed,2019-02-01
Samburu,Samburu West,2019,February,Rabies,Clinical,Dog,1,0,Clinically confirmed,2019-02-01
Samburu,Samburu West,2019,February,Rabies,Clinical,Feline,1,0,Clinically confirmed,2019-02-01
Samburu,Samburu West,2019,February,Rabies,Clinical,Dog,1,0,Clinically confirmed,2019-02-01
Samburu,Samburu West,2019,March,Rabies,Clinical,Dog,1,0,Clinically confirmed,2019-03-01
Samburu,Samburu West,2019,july,Rabies,Clinical,Dog,1,0,Clinically confirmed,2019-07-01
Siaya,Alego Usonga,2019,june,Rabies,Clinical,Cattle,1,0,Clinically confirmed,2019-06-01
Siaya,Bondo,2019,November,Brucellosis,Clinical,Cattle,1,0,Clinically confirmed,2019-11-01
Siaya,Alego Usonga,2019,September,Rvf,Clinical,Sheep,1,0,Clinically confirmed,2019-09-01
Siaya,Alego Usonga,2019,September,Rvf,Clinical,Goats,1,0,Clinically confirmed,2019-09-01
Siaya,Alego Usonga,2019,june,Rabies,Clinical,Cattle,1,0,Clinically confirmed,2019-06-01
Siaya,Alego Usonga,2019,july,Rabies,Clinical,Cattle,1,0,Clinically confirmed,2019-07-01
Tharaka Nithi,Maara,2019,February,Anthrax,Clinical,Bovine,1,1,Clinically confirmed,2019-02-01
Tharaka Nithi,Maara,2019,March,Rabies,Clinical,Bovine,1,0,Clinically confirmed,2019-03-01
Tharaka Nithi,Chuka/Igambang'Ombe,2019,March,Brucellosis,Clinical,Bovine,1,0,Clinically confirmed,2019-03-01
Tharaka Nithi,Maara,2019,January,Anthrax,Post Mortem,Bovine,1,1,Post Mortem,2019-01-01
Tharaka Nithi,Chuka/Igambang'Ombe,2019,May,Brucellosis,Clinical,Goats,2,0,Clinically confirmed,2019-05-01
Tharaka Nithi,Chuka/Igambang'Ombe,2019,june,Rabies,Clinical,Dogs,1,0,Clinically confirmed,2019-06-01
Tharaka Nithi,Chuka/Igambang'Ombe,2019,November,Brucellosis,Post Mortem,Cattle,1,0,Post Mortem,2019-11-01
Tharaka Nithi,Maara,2019,November,Anthrax,Clinical,Cattle,1,1,Clinically confirmed,2019-11-01
Tharaka Nithi,Maara,2019,November,Anthrax,Clinical,Cattle,1,0,Clinically confirmed,2019-11-01
Tharaka Nithi,Maara,2019,November,Anthrax,Clinical,Cattle,1,1,Clinically confirmed,2019-11-01
Tharaka Nithi,Maara,2019,November,Anthrax,Clinical,Cattle,1,1,Clinically confirmed,2019-11-01
Tharaka Nithi,Chuka/Igambang'Ombe,2019,November,Anthrax,Clinical,Cattle,1,0,Clinically confirmed,2019-11-01
Tharaka Nithi,Chuka/Igambang'Ombe,2019,November,Anthrax,Clinical,Cattle,1,2,Clinically confirmed,2019-11-01
Tharaka Nithi,Chuka/Igambang'Ombe,2019,December,Anthrax,Post Mortem,Cattle,5,0,Post Mortem,2019-12-01
Tharaka Nithi,Chuka/Igambang'Ombe,2019,August,Brucellosis,Clinical,Caprine,1,0,Clinically confirmed,2019-08-01
Tharaka Nithi,Chuka/Igambang'Ombe,2019,August,Brucellosis,Clinical,Cattle,1,0,Clinically confirmed,2019-08-01
Tharaka Nithi,Chuka/Igambang'Ombe,2019,May,Brucellosis,Clinical,Caprine,2,0,Clinically confirmed,2019-05-01
Tharaka Nithi,Chuka/Igambang'Ombe,2019,june,Rabies,Clinical,Dog,1,0,Clinically confirmed,2019-06-01
Tharaka Nithi,Maara,2019,February,Anthrax,Clinical,Cattle,1,1,Clinically confirmed,2019-02-01
Tharaka Nithi,Maara,2019,March,Rabies,Clinical,Cattle,1,0,Clinically confirmed,2019-03-01
Tharaka Nithi,Chuka/Igambang'Ombe,2019,March,Brucellosis,Clinical,Cattle,1,0,Clinically confirmed,2019-03-01
Tharaka Nithi,Maara,2019,January,Anthrax,Post Mortem,Cattle,1,1,Post Mortem,2019-01-01
Tharaka Nithi,Chuka/Igambang'Ombe,2019,july,Brucellosis,Clinical,Goats,1,0,Clinically confirmed,2019-07-01
Turkana,Turkana North,2019,june,Rabies,Clinical,Dogs,5,58,Clinically confirmed,2019-06-01
Turkana,Turkana North,2019,june,Rabies,Clinical,Dog,5,58,Clinically confirmed,2019-06-01
Uasin Gishu,Moiben,2019,January,Rabies,Laboratory,Bovine,1,1,Lab confirmed,2019-01-01
Uasin Gishu,Eldoret,2019,May,Rabies,Laboratory,Cattle,4,4,Lab confirmed,2019-05-01
Uasin Gishu,Moiben,2019,January,Rabies,Laboratory,Cattle,1,1,Lab confirmed,2019-01-01
Wajir,Wajir North,2019,February,Brucellosis,Clinical,Caprine,4,0,Clinically confirmed,2019-02-01
Wajir,Wajir North,2019,February,Rabies,Clinical,Equine,25,3,Clinically confirmed,2019-02-01
Wajir,Wajir West,2019,May,Rabies,Clinical,Goats,1,1,Clinically confirmed,2019-05-01
Wajir,Eldas,2019,May,Rvf,Clinical,Cattle,5,0,Clinically confirmed,2019-05-01
Wajir,Wajir West,2019,May,Rabies,Clinical,Caprine,1,1,Clinically confirmed,2019-05-01
Wajir,Eldas,2019,May,Rvf,Clinical,Cattle,5,0,Clinically confirmed,2019-05-01
Wajir,Wajir North,2019,February,Brucellosis,Clinical,Caprine,4,0,Clinically confirmed,2019-02-01
Wajir,Wajir North,2019,February,Rabies,Clinical,Equine,25,3,Clinically confirmed,2019-02-01
Baringo,Baringo North,2020,March,Rvf,Clinical,Cattle,1,0,Clinically confirmed,2020-03-01
Baringo,Eldama Ravine,2020,July,Rabies,Laboratory,Bovine,1,0,Lab confirmed,2020-07-01
Baringo,Baringo Central,2020,October,Anthrax,Clinical,Cattle,1,0,Clinically confirmed,2020-10-01
Baringo,Eldama Ravine,2020,October,Rabies,Clinical,Cattle,1,0,Clinically confirmed,2020-10-01
Bomet,Sotik,2020,February,Rabies,Laboratory,Canine,1,1,Lab confirmed,2020-02-01
Bomet,Sotik,2020,February,Anthrax,Laboratory,Bovine,1,1,Lab confirmed,2020-02-01
Bomet,Sotik,2020,February,Anthrax,Laboratory,Bovine,1,1,Lab confirmed,2020-02-01
Bomet,Sotik,2020,March,Rabies,Laboratory,Bovine,1,1,Lab confirmed,2020-03-01
Bomet,Sotik,2020,January,Anthrax,Laboratory,Cattle,1,1,Lab confirmed,2020-01-01
Bomet,Sotik,2020,January,Anthrax,Laboratory,Cattle,1,1,Lab confirmed,2020-01-01
Bomet,Sotik,2020,April,Rabies,Clinical,Dog,1,1,Clinically confirmed,2020-04-01
Bomet,Bomet Central,2020,May,Rabies,Clinical,Canine,2,0,Clinically confirmed,2020-05-01
Bomet,Bomet Central,2020,May,Rabies,Post Mortem,Bovine,1,0,Post Mortem,2020-05-01
Bomet,Sotik,2020,May,Rabies,Clinical,Canine,1,1,Clinically confirmed,2020-05-01
Bomet,Chepalungu,2020,May,Rabies,Laboratory,Bovine,1,1,Lab confirmed,2020-05-01
Bomet,Chepalungu,2020,June,Rabies,Clinical,Bovine,1,0,Clinically confirmed,2020-06-01
Bomet,Sotik,2020,June,Anthrax,Laboratory,Bovine,1,1,Lab confirmed,2020-06-01
Bomet,Sotik,2020,June,Rabies,Laboratory,Bovine,1,1,Lab confirmed,2020-06-01
Bomet,Sotik,2020,June,Anthrax,Laboratory,Bovine,1,1,Lab confirmed,2020-06-01
Bomet,Bomet Central,2020,August,Rabies,Clinical,Bovine,1,0,Clinically confirmed,2020-08-01
Bomet,Chepalungu,2020,November,Anthrax,Post Mortem,Bovine,1,1,Post Mortem,2020-11-01
Bomet,Bomet East,2020,December,Rabies,Laboratory,Bovine,7,5,Lab confirmed,2020-12-01
Bomet,Chebalingu,2020,December,Rabies,Laboratory,Bovine,1,1,Lab confirmed,2020-12-01
Bomet,Bomet East,2020,October,Anthrax,Post Mortem,Cattle,1,1,Post Mortem,2020-10-01
Bungoma,Bungoma,2020,March,Brucellosis,Laboratory,Goats,2,0,Lab confirmed,2020-03-01
Elgeyo Marakwet,Keiyo North,2019,June,Anthrax,Laboratory,Camelidae,1,1,Lab confirmed,2019-06-01
Embu,Mbeere South,2020,February,Rabies,Clinical,Dogs,1,0,Clinically confirmed,2020-02-01
Embu,Runyenjes,2020,March,Rvf,Clinical,Sheep,3,9,Clinically confirmed,2020-03-01
Embu,Runyenjes,2020,March,Rvf,Clinical,Goats,1,1,Clinically confirmed,2020-03-01
Embu,Runyenjes,2020,March,Rvf,Clinical,Cattle,14,0,Clinically confirmed,2020-03-01
Embu,Runyenjes,2020,March,Rvf,Clinical,Sheep,5,0,Clinically confirmed,2020-03-01
Embu,Runyenjes,2020,March,Rvf,Clinical,Goats,1,4,Clinically confirmed,2020-03-01
Embu,Runyenjes,2020,March,Rvf,Clinical,Cattle,5,0,Clinically confirmed,2020-03-01
Embu,Runyenjes,2020,March,Rvf,Clinical,Goats,7,0,Clinically confirmed,2020-03-01
Embu,Runyenjes,2020,March,Rvf,Clinical,Sheep,5,0,Clinically confirmed,2020-03-01
Embu,Runyenjes,2020,March,Rabies,Clinical,Dogs,1,2,Clinically confirmed,2020-03-01
Embu,Runyenjes,2020,March,Rvf,Clinical,Sheep,5,0,Clinically confirmed,2020-03-01
Embu,Runyenjes,2020,March,Rvf,Clinical,Cattle,5,0,Clinically confirmed,2020-03-01
Embu,Runyenjes,2020,March,Rvf,Clinical,Cattle,5,0,Clinically confirmed,2020-03-01
Embu,Runyenjes,2020,March,Rvf,Clinical,Sheep,12,9,Clinically confirmed,2020-03-01
Embu,Runyenjes,2020,March,Rvf,Clinical,Goats,5,0,Clinically confirmed,2020-03-01
Embu,Runyenjes,2020,March,Rvf,Clinical,Cattle,1,2,Clinically confirmed,2020-03-01
Embu,Runyenjes,2020,March,Rvf,Clinical,Goats,1,0,Clinically confirmed,2020-03-01
Embu,Runyenjes,2020,March,Rvf,Clinical,Goats,14,0,Clinically confirmed,2020-03-01
Embu,Runyenjes,2020,March,Rvf,Clinical,Sheep,14,0,Clinically confirmed,2020-03-01
Embu,Runyenjes,2020,March,Rvf,Clinical,Sheep,3,9,Clinically confirmed,2020-03-01
Embu,Runyenjes,2020,March,Rvf,Clinical,Goats,5,0,Clinically confirmed,2020-03-01
Embu,Runyenjes,2020,March,Rvf,Clinical,Cattle,5,0,Clinically confirmed,2020-03-01
Embu,Runyenjes,2020,March,Rvf,Clinical,Cattle,1,0,Clinically confirmed,2020-03-01
Embu,Runyenjes,2020,March,Rvf,Clinical,Goats,3,9,Clinically confirmed,2020-03-01
Embu,Runyenjes,2020,March,Rvf,Clinical,Goats,1,9,Clinically confirmed,2020-03-01
Embu,Runyenjes,2020,March,Rvf,Clinical,Goats,12,0,Clinically confirmed,2020-03-01
Embu,Runyenjes,2020,March,Rvf,Clinical,Sheep,11,9,Clinically confirmed,2020-03-01
Embu,Runyenjes,2020,March,Rvf,Clinical,Goats,14,0,Clinically confirmed,2020-03-01
Embu,Runyenjes,2020,March,Rvf,Clinical,Sheep,5,0,Clinically confirmed,2020-03-01
Embu,Runyenjes,2020,March,Rvf,Clinical,Cattle,1,9,Clinically confirmed,2020-03-01
Embu,Runyenjes,2020,March,Rvf,Clinical,Goats,3,9,Clinically confirmed,2020-03-01
Embu,Runyenjes,2020,March,Rvf,Clinical,Goats,12,0,Clinically confirmed,2020-03-01
Embu,Runyenjes,2020,March,Rvf,Clinical,Goats,12,9,Clinically confirmed,2020-03-01
Embu,Runyenjes,2020,March,Rvf,Clinical,Goats,14,0,Clinically confirmed,2020-03-01
Embu,Runyenjes,2020,March,Rvf,Clinical,Sheep,3,9,Clinically confirmed,2020-03-01
Embu,Runyenjes,2020,March,Rvf,Clinical,Goats,12,9,Clinically confirmed,2020-03-01
Embu,Runyenjes,2020,March,Rvf,Clinical,Goats,11,9,Clinically confirmed,2020-03-01
Embu,Runyenjes,2020,March,Rvf,Clinical,Goats,5,0,Clinically confirmed,2020-03-01
Embu,Runyenjes,2020,March,Rvf,Clinical,Cattle,2,9,Clinically confirmed,2020-03-01
Embu,Runyenjes,2020,March,Rvf,Clinical,Goats,3,9,Clinically confirmed,2020-03-01
